0 0.00000000 0.0000303585
1 0.00003080 0.0000312942
2 0.00006260 0.0000322588
3 0.00009530 0.0000332531
4 0.00012910 0.0000342781
5 0.00016390 0.0000353346
6 0.00019980 0.0000364237
7 0.00023680 0.0000375464
8 0.00027490 0.0000387037
9 0.00031420 0.0000398967
10 0.00035470 0.0000411264
11 0.00039640 0.0000423940
12 0.00043950 0.0000437007
13 0.00048390 0.0000450477
14 0.00052960 0.0000464362
15 0.00057670 0.0000478675
16 0.00062530 0.0000493429
17 0.00067540 0.0000508638
18 0.00072710 0.0000524315
19 0.00078030 0.0000540476
20 0.00083520 0.0000557135
21 0.00089180 0.0000574308
22 0.00095010 0.0000592010
23 0.00101020 0.0000610257
24 0.00107210 0.0000629067
25 0.00113600 0.0000648456
26 0.00120180 0.0000668444
27 0.00126970 0.0000689047
28 0.00133970 0.0000710285
29 0.00141180 0.0000732178
30 0.00148610 0.0000754746
31 0.00156270 0.0000778010
32 0.00164170 0.0000801990
33 0.00172320 0.0000826710
34 0.00180710 0.0000852191
35 0.00189360 0.0000878458
36 0.00198280 0.0000905535
37 0.00207470 0.0000933446
38 0.00216950 0.0000962217
39 0.00226720 0.0000991875
40 0.00236790 0.0001022450
41 0.00247170 0.0001053960
42 0.00257870 0.0001086450
43 0.00268900 0.0001119940
44 0.00280270 0.0001154460
45 0.00292000 0.0001190040
46 0.00304080 0.0001226720
47 0.00316530 0.0001264530
48 0.00329370 0.0001303510
49 0.00342610 0.0001343680
50 0.00356250 0.0001385100
51 0.00370310 0.0001427790
52 0.00384810 0.0001471800
53 0.00399750 0.0001517170
54 0.00415150 0.0001563930
55 0.00431030 0.0001612140
56 0.00447400 0.0001661830
57 0.00464270 0.0001713050
58 0.00481670 0.0001765850
59 0.00499590 0.0001820280
60 0.00518080 0.0001876380
61 0.00537130 0.0001934220
62 0.00556760 0.0001993840
63 0.00577010 0.0002055290
64 0.00597870 0.0002118640
65 0.00619390 0.0002183940
66 0.00641560 0.0002251260
67 0.00664420 0.0002320650
68 0.00687980 0.0002392180
69 0.00712260 0.0002465910
70 0.00737300 0.0002541920
71 0.00763110 0.0002620270
72 0.00789710 0.0002701030
73 0.00817140 0.0002784290
74 0.00845400 0.0002870110
75 0.00874540 0.0002958570
76 0.00904583 0.0003049760
77 0.00935547 0.0003143760
78 0.00967465 0.0003240660
79 0.01000367 0.0003340550
80 0.01034284 0.0003443520
81 0.01069246 0.0003549650
82 0.01105285 0.0003659060
83 0.01142435 0.0003771850
84 0.01180731 0.0003888110
85 0.01220206 0.0004007950
86 0.01260899 0.0004131480
87 0.01302846 0.0004258830
88 0.01346085 0.0004390100
89 0.01390658 0.0004525410
90 0.01436604 0.0004664900
91 0.01483966 0.0004808680
92 0.01532789 0.0004956900
93 0.01583116 0.0005109690
94 0.01634994 0.0005267180
95 0.01688472 0.0005429530
96 0.01743597 0.0005596880
97 0.01800422 0.0005769400
98 0.01858999 0.0005947230
99 0.01919380 0.0006130540
100 0.01981623 0.0006319500
101 0.02045785 0.0006514280
102 0.02111924 0.0006715070
103 0.02180102 0.0006922050
104 0.02250381 0.0007135400
105 0.02322826 0.0007355340
106 0.02397505 0.0007582050
107 0.02474485 0.0007815750
108 0.02553838 0.0008056650
109 0.02635636 0.0008304980
110 0.02719956 0.0008560960
111 0.02806875 0.0008824840
112 0.02896473 0.0009096840
113 0.02988830 0.0009377230
114 0.03084040 0.0009666270
115 0.03182180 0.0009964210
116 0.03283350 0.0010271300
117 0.03387630 0.0010587900
118 0.03495130 0.0010914300
119 0.03605940 0.0011250700
120 0.03720170 0.0011597500
121 0.03837920 0.0011954900
122 0.03959300 0.0012323400
123 0.04084410 0.0012703300
124 0.04213390 0.0013094800
125 0.04346340 0.0013498400
126 0.04483390 0.0013914500
127 0.04624660 0.0014343400
128 0.04770290 0.0014785500
129 0.04920410 0.0015241200
130 0.05075150 0.0015711000
131 0.05234660 0.0016195200
132 0.05399090 0.0016694400
133 0.05568590 0.0017209000
134 0.05743310 0.0017739400
135 0.05923420 0.0018286200
136 0.06109080 0.0018849800
137 0.06300460 0.0019430800
138 0.06497740 0.0020029700
139 0.06701100 0.0020647100
140 0.06910730 0.0021283500
141 0.07126820 0.0021939500
142 0.07349570 0.0022615800
143 0.07579180 0.0023312900
144 0.07815880 0.0024031400
145 0.08059870 0.0024772100
146 0.08311380 0.0025535700
147 0.08570640 0.0026322800
148 0.08837890 0.0027134100
149 0.09113390 0.0027970500
150 0.09397370 0.0028832600
151 0.09690100 0.0029721300
152 0.09991860 0.0030637400
153 0.10302920 0.0031581700
154 0.10623570 0.0032555100
155 0.10954100 0.0033558600
156 0.11294820 0.0034593000
157 0.11646040 0.0035659200
158 0.12008100 0.0036758300
159 0.12381300 0.0037891300
160 0.12766000 0.0039059200
161 0.13162600 0.0040263200
162 0.13571400 0.0041504200
163 0.13992700 0.0042783500
164 0.14427100 0.0044102200
165 0.14874900 0.0045461500
166 0.15336500 0.0046862800
167 0.15812300 0.0048307200
168 0.16302700 0.0049796200
169 0.16808300 0.0051331000
170 0.17329500 0.0052913200
171 0.17866700 0.0054544100
172 0.18420500 0.0056225300
173 0.18991300 0.0057958400
174 0.19579800 0.0059744800
175 0.20186300 0.0061586300
176 0.20811600 0.0063484600
177 0.21456200 0.0065441300
178 0.22120600 0.0067458400
179 0.22805500 0.0069537700
180 0.23511500 0.0071681000
181 0.24239300 0.0073890400
182 0.24989500 0.0076167900
183 0.25762800 0.0078515700
184 0.26560000 0.0080935700
185 0.27381700 0.0083430400
186 0.28228800 0.0086002000
187 0.29102000 0.0088652800
188 0.30002100 0.0091385300
189 0.30929900 0.0094202100
190 0.31886300 0.0097105600
191 0.32872200 0.0100099000
192 0.33888500 0.0103184000
193 0.34936100 0.0106364000
194 0.36016000 0.0109643000
195 0.37129200 0.0113022000
196 0.38276800 0.0116506000
197 0.39459600 0.0120097000
198 0.40679000 0.0123799000
199 0.41935900 0.0127615000
200 0.43231600 0.0131548000
201 0.44567200 0.0135603000
202 0.45943900 0.0139782000
203 0.47363100 0.0144091000
204 0.48826100 0.0148532000
205 0.50334100 0.0153110000
206 0.51888600 0.0157830000
207 0.53491100 0.0162694000
208 0.55142900 0.0167709000
209 0.56845600 0.0172878000
210 0.58600900 0.0178207000
211 0.60410200 0.0183700000
212 0.62275300 0.0189362000
213 0.64197900 0.0195199000
214 0.66179700 0.0201215000
215 0.68222600 0.0207417000
216 0.70328500 0.0213810000
217 0.72499300 0.0220401000
218 0.74737100 0.0227194000
219 0.77043800 0.0234197000
220 0.79421500 0.0241415000
221 0.81872600 0.0248857000
222 0.84399200 0.0256527000
223 0.87003800 0.0264434000
224 0.89688500 0.0272585000
225 0.92456100 0.0280986000
226 0.95308900 0.0289647000
227 0.98249700 0.0298575000
228 1.01281100 0.0307778000
229 1.04406000 0.0317264000
230 1.07627000 0.0327043000
231 1.10948000 0.0337124000
232 1.14370000 0.0347515000
233 1.17899000 0.0358226000
234 1.21536000 0.0369268000
235 1.25285000 0.0380650000
236 1.29150000 0.0392382000
237 1.33133000 0.0404477000
238 1.37240000 0.0416944000
239 1.41473000 0.0429795000
240 1.45837000 0.0443043000
241 1.50335000 0.0456698000
242 1.54972000 0.0470775000
243 1.59752000 0.0485286000
244 1.64679000 0.0500244000
245 1.69758000 0.0515663000
246 1.74993000 0.0531557000
247 1.80390000 0.0547941000
248 1.85953000 0.0564830000
249 1.91688000 0.0582240000
250 1.97599000 0.0600186000
251 2.03693000 0.0618685000
252 2.09975000 0.0637755000
253 2.16450000 0.0657412000
254 2.23124000 0.0677676000
255 2.30005000 0.0698563000
256 2.37097000 0.0720095000
257 2.44408000 0.0742290000
258 2.51945000 0.0765170000
259 2.59713000 0.0788755000
260 2.67722000 0.0813066000
261 2.75977000 0.0838127000
262 2.84486000 0.0863961000
263 2.93258000 0.0890590000
264 3.02300000 0.0918041000
265 3.11621000 0.0946338000
266 3.21229000 0.0975506000
267 3.31133000 0.1005570000
268 3.41343000 0.1036570000
269 3.51867000 0.1068520000
270 3.62716000 0.1101450000
271 3.73899000 0.1135400000
272 3.85426000 0.1170400000
273 3.97309000 0.1206470000
274 4.09559000 0.1243660000
275 4.22185000 0.1281990000
276 4.35201000 0.1321510000
277 4.48619000 0.1362240000
278 4.62449000 0.1404230000
279 4.76706000 0.1447510000
280 4.91403000 0.1492130000
281 5.06552000 0.1538120000
282 5.22169000 0.1585530000
283 5.38267000 0.1634400000
284 5.54861000 0.1684780000
285 5.71966000 0.1736710000
286 5.89599000 0.1790240000
287 6.07775000 0.1845420000
288 6.26511000 0.1902300000
289 6.45825000 0.1960930000
290 6.65735000 0.2021370000
291 6.86257000 0.2083680000
292 7.07413000 0.2147900000
293 7.29220000 0.2214110000
294 7.51700000 0.2282350000
295 7.74873000 0.2352700000
